date,forecast_units_sales,forecast_units_returns,actual_forecast
2024-07-01,7.991311025081054,-4.572037629344704e-308,7.991311025081054
2024-07-02,8.145209922300712,-7.6187501715812e-309,8.145209922300712
2024-07-03,7.507581483326462,-1.171594073906439e-308,7.507581483326462
2024-07-04,8.93124097815083,-1.08797493618174e-308,8.93124097815083
2024-07-05,9.450300473721173,-1.1841612679605803e-308,9.450300473721173
2024-07-06,9.541384076444483,-1.4584713645740127e-308,9.541384076444483
2024-07-07,10.014602650181658,-1.668866042324173e-308,10.014602650181658
2024-07-08,10.335402636606382,-1.247492433046992e-308,10.335402636606382
2024-07-09,10.505530781641632,-1.331370304860308e-308,10.505530781641632
2024-07-10,10.72161196321094,-1.321430532690071e-308,10.72161196321094
2024-07-11,10.900507567521922,-1.3594176737639087e-308,10.900507567521922
2024-07-12,11.026295480447072,-1.3956782993661347e-308,11.026295480447072
2024-07-13,11.144045392036496,-1.3857012978309633e-308,11.144045392036496
2024-07-14,11.244864725707416,-1.3452431164918757e-308,11.244864725707416
2024-07-15,11.324028941652236,-1.3584015161635513e-308,11.324028941652236
2024-07-16,11.392155845578486,-1.359159484867202e-308,11.392155845578486
2024-07-17,11.450139494268829,-1.366208991426669e-308,11.450139494268829
2024-07-18,11.497642445008424,-1.368191484014872e-308,11.497642445008424
2024-07-19,11.537635456708449,-1.3640600376791387e-308,11.537635456708449
2024-07-20,11.571398716713478,-1.360879824919348e-308,11.571398716713478
2024-07-21,11.599481891765496,-1.3628174960984284e-308,11.599481891765496
2024-07-22,11.623010720412982,-1.3632673372072146e-308,11.623010720412982
2024-07-23,11.642783479805338,-1.364131701961797e-308,11.642783479805338
2024-07-24,11.659312256438696,-1.3639050775785697e-308,11.659312256438696
2024-07-25,11.673151246887333,-1.363253848752897e-308,11.673151246887333
2024-07-26,11.68475724518962,-1.363106792480038e-308,11.68475724518962
2024-07-27,11.69447377632486,-1.36338467206939e-308,11.69447377632486
2024-07-28,11.70261007707516,-1.3634711553879933e-308,11.70261007707516
