date,forecast_units_sales,forecast_units_returns,actual_forecast
2024-07-01,13.761109013807848,0.0072358899699142,13.753873123837934
2024-07-02,14.624778197283932,0.0072358899699142,14.617542307314018
2024-07-03,13.902681344160266,0.0072358899699142,13.895445454190352
2024-07-04,13.353227090750265,0.0072358899699142,13.34599120078035
2024-07-05,13.513544964350825,0.0072358899699142,13.50630907438091
2024-07-06,13.1186137365137,0.0072358899699142,13.111377846543785
2024-07-07,12.965744622743124,0.0072358899699142,12.95850873277321
2024-07-08,12.985316341755333,0.0072358899699142,12.978080451785418
2024-07-09,12.832820842205605,0.0072358899699142,12.82558495223569
2024-07-10,12.799205786516035,0.0072358899699142,12.79196989654612
2024-07-11,12.799039186789882,0.0072358899699142,12.791803296819968
2024-07-12,12.74514498953081,0.0072358899699142,12.737909099560897
2024-07-13,12.742807440903794,0.0072358899699142,12.73557155093388
2024-07-14,12.739192815394242,0.0072358899699142,12.731956925424328
2024-07-15,12.722611006171102,0.0072358899699142,12.715375116201187
2024-07-16,12.724144388379267,0.0072358899699142,12.716908498409353
2024-07-17,12.72202833467827,0.0072358899699142,12.714792444708356
2024-07-18,12.717102484715644,0.0072358899699142,12.70986659474573
2024-07-19,12.71843034961238,0.0072358899699142,12.711194459642465
2024-07-20,12.717247597202944,0.0072358899699142,12.71001170723303
2024-07-21,12.716023287061782,0.0072358899699142,12.708787397091868
2024-07-22,12.716580128019242,0.0072358899699142,12.709344238049328
2024-07-23,12.716084453663402,0.0072358899699142,12.708848563693488
2024-07-24,12.715804133118253,0.0072358899699142,12.708568243148338
2024-07-25,12.716021768406945,0.0072358899699142,12.70878587843703
2024-07-26,12.715810532875446,0.0072358899699142,12.708574642905532
2024-07-27,12.715778126072877,0.0072358899699142,12.708542236102963
2024-07-28,12.715840209180714,0.0072358899699142,12.7086043192108
