date,forecast_units_sales,forecast_units_returns,actual_forecast
2024-07-01,0.1224135937972864,0.0904871553987421,0.03192643839854431
2024-07-02,0.1426911675812928,0.0909405278793369,0.0517506397019559
2024-07-03,0.1585512852512378,0.0913939003599317,0.0671573848913061
2024-07-04,0.1709562867165958,0.0918472728405265,0.07910901387606929
2024-07-05,0.1806588667704086,0.0923006453211213,0.0883582214492873
2024-07-06,0.1882477461400354,0.0927540178017161,0.09549372833831929
2024-07-07,0.1941833931295304,0.0932073902823109,0.1009760028472195
2024-07-08,0.1988259633257191,0.0936607627629057,0.10516520056281341
2024-07-09,0.2024571526576799,0.0941141352435005,0.10834301741417941
2024-07-10,0.2052972897815883,0.0945675077240953,0.11072978205749298
2024-07-11,0.2075187049007627,0.0950208802046901,0.11249782469607261
2024-07-12,0.2092561861970551,0.0954742526852849,0.11378193351177021
2024-07-13,0.2106151583355395,0.0959276251658797,0.11468753316965981
2024-07-14,0.2116780792873321,0.0963809976464745,0.1152970816408576
2024-07-15,0.2125094436087666,0.0968343701270693,0.11567507348169731
2024-07-16,0.2131596957594922,0.0972877426076641,0.1158719531518281
2024-07-17,0.2136682909067961,0.0977411150882588,0.11592717581853729
2024-07-18,0.2140660889357183,0.0981944875688536,0.1158716013668647
2024-07-19,0.2143772269256367,0.0986478600494484,0.11572936687618832
2024-07-20,0.2146205837090596,0.0991012325300432,0.11551935117901639
2024-07-21,0.2148109253772483,0.099554605010638,0.11525632036661031
2024-07-22,0.2149598012381931,0.1000079774912328,0.11495182374696031
2024-07-23,0.2150762445907337,0.1004613499718276,0.11461489461890612
2024-07-24,0.2151673208354979,0.1009147224524224,0.11425259838307548
2024-07-25,0.2152385561802332,0.1013680949330172,0.11387046124721599
2024-07-26,0.215294272951963,0.101821467413612,0.11347280553835098
2024-07-27,0.2153378518616116,0.1022748398942068,0.11306301196740481
2024-07-28,0.2153719371344513,0.1027282123748016,0.11264372475964969
