date,forecast_units_sales,forecast_units_returns,actual_forecast
2024-07-01,4.3004938502094205,0.0180576581087599,4.28243619210066
2024-07-02,4.333114306433944,0.0186835324704703,4.3144307739634735
2024-07-03,4.181830650982515,0.0192795334269512,4.162551117555563
2024-07-04,4.053339075945332,0.0198470868559738,4.033491989089359
2024-07-05,3.944205773961917,0.0203875505772023,3.9238182233847145
2024-07-06,3.851514267936273,0.0209022176006527,3.8306120503356205
2024-07-07,3.7727874711368186,0.0213923192201012,3.7513951519167175
2024-07-08,3.7059214895593056,0.0218590279588422,3.6840624616004636
2024-07-09,3.649129397487864,0.0223034603748425,3.626825937113021
2024-07-10,3.600893483712902,0.0227266797320045,3.5781668039808974
2024-07-11,3.559924692234351,0.0231296985439278,3.536794993690423
2024-07-12,3.525128173544075,0.0235134809962552,3.50161469254782
2024-07-13,3.495574025880319,0.0238789452533988,3.4716950806269202
2024-07-14,3.470472444543817,0.0242269656551643,3.4462454788886525
2024-07-15,3.4491526151661707,0.024558374808529,3.4245942403576417
2024-07-16,3.4310447868744536,0.0248739655795777,3.406170821294876
2024-07-17,3.4156650462754925,0.0251744929903628,3.3904905532851295
2024-07-18,3.4026023853599634,0.0254606760252249,3.3771417093347385
2024-07-19,3.3915077177291177,0.0257331993508973,3.3657745183782204
2024-07-20,3.382084549613914,0.0259927149545085,3.3560918346594053
2024-07-21,3.3740810563789725,0.0262398437034021,3.3478412126755703
2024-07-22,3.367283352763943,0.0264751768305044,3.3408081759334385
2024-07-23,3.361509777016287,0.0266992773487957,3.3348104996674914
2024-07-24,3.3566060361647123,0.0269126813982675,3.329693354766445
2024-07-25,3.352441082695596,0.0271158995285875,3.3253251831670085
2024-07-26,3.348903612440753,0.027309417920544,3.321594194520209
2024-07-27,3.3458990900861365,0.0274936995491884,3.318405390536948
2024-07-28,3.343347222811201,0.0276691852914605,3.3156780375197408
