date,forecast_units_sales,forecast_units_returns,actual_forecast
2024-07-01,1.361623782362512,0.0148809521696067,1.3467428301929052
2024-07-02,1.5428752092448894,0.0148809521696067,1.5279942570752827
2024-07-03,1.692107124294781,0.0148809521696067,1.6772261721251742
2024-07-04,1.8149760299498527,0.0148809521696067,1.800095077780246
2024-07-05,1.9161391623255777,0.0148809521696067,1.901258210155971
2024-07-06,1.999431019590084,0.0148809521696067,1.9845500674204772
2024-07-07,2.068008705192034,0.0148809521696067,2.0531277530224274
2024-07-08,2.1244715950467423,0.0148809521696067,2.109590642877136
2024-07-09,2.1709598645583377,0.0148809521696067,2.156078912388731
2024-07-10,2.2092356100567327,0.0148809521696067,2.1943546578871262
2024-07-11,2.2407496394850064,0.0148809521696067,2.2258686873154
2024-07-12,2.266696463978542,0.0148809521696067,2.2518155118089354
2024-07-13,2.2880595747426105,0.0148809521696067,2.273178622573004
2024-07-14,2.305648721407998,0.0148809521696067,2.2907677692383914
2024-07-15,2.3201306048674457,0.0148809521696067,2.305249652697839
2024-07-16,2.332054147977455,0.0148809521696067,2.3171731958078485
2024-07-17,2.341871301988834,0.0148809521696067,2.3269903498192277
2024-07-18,2.3499541773551544,0.0148809521696067,2.335073225185548
2024-07-19,2.3566091482470983,0.0148809521696067,2.341728196077492
2024-07-20,2.3620884653917327,0.0148809521696067,2.347207513222126
2024-07-21,2.366599817410993,0.0148809521696067,2.3517188652413865
2024-07-22,2.3703142030733755,0.0148809521696067,2.355433250903769
2024-07-23,2.3733724128495166,0.0148809521696067,2.35849146067991
2024-07-24,2.3758903654492167,0.0148809521696067,2.3610094132796102
2024-07-25,2.377963501616592,0.0148809521696067,2.3630825494469856
2024-07-26,2.379670401726224,0.0148809521696067,2.3647894495566173
2024-07-27,2.38107576430207,0.0148809521696067,2.3661948121324636
2024-07-28,2.38223285835722,0.0148809521696067,2.3673519061876136
