date,forecast_units_sales,forecast_units_returns,actual_forecast
2024-07-01,2.589856283116659,0.0,2.589856283116659
2024-07-02,2.589856283116659,0.0,2.589856283116659
2024-07-03,2.589856283116659,0.0,2.589856283116659
2024-07-04,2.589856283116659,0.0,2.589856283116659
2024-07-05,2.589856283116659,0.0,2.589856283116659
2024-07-06,2.589856283116659,0.0,2.589856283116659
2024-07-07,2.589856283116659,0.0,2.589856283116659
2024-07-08,2.589856283116659,0.0,2.589856283116659
2024-07-09,2.589856283116659,0.0,2.589856283116659
2024-07-10,2.589856283116659,0.0,2.589856283116659
2024-07-11,2.589856283116659,0.0,2.589856283116659
2024-07-12,2.589856283116659,0.0,2.589856283116659
2024-07-13,2.589856283116659,0.0,2.589856283116659
2024-07-14,2.589856283116659,0.0,2.589856283116659
2024-07-15,2.589856283116659,0.0,2.589856283116659
2024-07-16,2.589856283116659,0.0,2.589856283116659
2024-07-17,2.589856283116659,0.0,2.589856283116659
2024-07-18,2.589856283116659,0.0,2.589856283116659
2024-07-19,2.589856283116659,0.0,2.589856283116659
2024-07-20,2.589856283116659,0.0,2.589856283116659
2024-07-21,2.589856283116659,0.0,2.589856283116659
2024-07-22,2.589856283116659,0.0,2.589856283116659
2024-07-23,2.589856283116659,0.0,2.589856283116659
2024-07-24,2.589856283116659,0.0,2.589856283116659
2024-07-25,2.589856283116659,0.0,2.589856283116659
2024-07-26,2.589856283116659,0.0,2.589856283116659
2024-07-27,2.589856283116659,0.0,2.589856283116659
2024-07-28,2.589856283116659,0.0,2.589856283116659
