date,forecast_units_sales,forecast_units_returns,actual_forecast
2024-07-01,0.4274945145198058,0.3666214015808777,0.06087311293892811
2024-07-02,0.5694461633329548,-0.0758903863966405,0.6453365497295953
2024-07-03,0.7319941876152043,1.828016073993217,-1.0960218863780127
2024-07-04,0.684051330904841,0.3078424287584854,0.37620890214635566
2024-07-05,0.5523448691934556,0.0825188060423132,0.4698260631511424
2024-07-06,0.443283368677086,0.6676987896047927,-0.22441542092770667
2024-07-07,0.4333297004388751,0.7081275866065512,-0.2747978861676761
2024-07-08,0.501678772070904,0.4998444249236207,0.0018343471472833661
2024-07-09,0.5781460149617824,0.2346309480316408,0.3435150669301416
2024-07-10,0.6051219676619009,0.2746045602416609,0.33051740742023994
2024-07-11,0.5765211282901117,0.4929232611408656,0.08359786714924611
2024-07-12,0.528029569655386,0.4566209795969492,0.07140859005843686
2024-07-13,0.5000875201161985,0.249743842394392,0.2503436777218065
2024-07-14,0.5073417959617812,0.1989239197049301,0.30841787625685113
2024-07-15,0.5350352233244847,0.3154135424335834,0.21962168089090134
2024-07-16,0.5576208562524079,0.3645642974453822,0.19305655880702566
2024-07-17,0.5601496732724245,0.266990560912722,0.2931591123597025
2024-07-18,0.5462141942695696,0.1838005734525322,0.36241362081703743
2024-07-19,0.530339801246781,0.2215519819977744,0.30878781924900667
2024-07-20,0.5245278463649783,0.2816483472894113,0.242879499075567
2024-07-21,0.5302607761782733,0.2552628812761549,0.2749978949021184
2024-07-22,0.5402733235832391,0.1900956654911343,0.35017765809210477
2024-07-23,0.5461696573410529,0.18293941950657,0.36323023783448294
2024-07-24,0.5447991987101989,0.2224715351972506,0.3223276635129483
2024-07-25,0.5391168449478614,0.2303864025963838,0.3087304423514776
2024-07-26,0.5343963872854726,0.1944935043964505,0.33990288288902204
2024-07-27,0.5337907754636155,0.1723001276139613,0.36149064784965423
2024-07-28,0.5366257244748451,0.1884870867909543,0.34813863768389086
