date,forecast_units
2024-07-01,0.09048715539874219
2024-07-02,0.09094052787933699
2024-07-03,0.09139390035993178
2024-07-04,0.09184727284052657
2024-07-05,0.09230064532112137
2024-07-06,0.09275401780171616
2024-07-07,0.09320739028231095
2024-07-08,0.09366076276290575
2024-07-09,0.09411413524350054
2024-07-10,0.09456750772409533
2024-07-11,0.09502088020469013
2024-07-12,0.09547425268528492
2024-07-13,0.09592762516587972
2024-07-14,0.09638099764647451
2024-07-15,0.0968343701270693
2024-07-16,0.0972877426076641
2024-07-17,0.09774111508825889
2024-07-18,0.09819448756885368
2024-07-19,0.09864786004944848
2024-07-20,0.09910123253004327
2024-07-21,0.09955460501063806
2024-07-22,0.10000797749123286
2024-07-23,0.10046134997182765
2024-07-24,0.10091472245242245
2024-07-25,0.10136809493301724
2024-07-26,0.10182146741361203
2024-07-27,0.10227483989420683
2024-07-28,0.10272821237480162
