date,forecast_units
2024-07-01,0.008683420713336052
2024-07-02,0.011774630093372589
2024-07-03,0.012875069165333063
2024-07-04,0.013266814272900933
2024-07-05,0.013406271543379308
2024-07-06,0.013455916912047783
2024-07-07,0.013473590157922842
2024-07-08,0.01347988165354746
2024-07-09,0.013482121361944797
2024-07-10,0.013482918675334871
2024-07-11,0.013483202510785393
2024-07-12,0.013483303553316442
2024-07-13,0.01348333952342892
2024-07-14,0.013483352328422802
2024-07-15,0.013483356886870274
2024-07-16,0.01348335850963117
2024-07-17,0.013483359087317529
2024-07-18,0.013483359292967994
2024-07-19,0.013483359366177465
2024-07-20,0.013483359392239292
2024-07-21,0.013483359401517037
2024-07-22,0.01348335940481982
2024-07-23,0.013483359405995578
2024-07-24,0.013483359406414135
2024-07-25,0.013483359406563138
2024-07-26,0.01348335940661618
2024-07-27,0.013483359406635063
2024-07-28,0.013483359406641785
