date,forecast_units
2024-05-31,2.0024861424770406
2024-06-01,2.3901478343303024
2024-06-02,2.7030072705162342
2024-06-03,3.595395571990585
2024-06-04,3.689527932717727
2024-06-05,3.7765817596904796
2024-06-06,3.85708934212081
2024-06-07,3.931542942314689
2024-06-08,4.0003978056019704
2024-06-09,4.064074943926572
2024-06-10,4.122963710117173
2024-06-11,4.177424178578763
2024-06-12,4.227789346961746
2024-06-13,4.274367172270674
2024-06-14,4.317442453862347
2024-06-15,4.357278574846857
2024-06-16,4.394119112539347
2024-06-17,4.428189327809539
2024-06-18,4.459697542435676
2024-06-19,4.488836412884648
2024-06-20,4.515784108306834
2024-06-21,4.540705399948475
2024-06-22,4.5637526686427945
2024-06-23,4.585066836540118
2024-06-24,4.604778228774085
2024-06-25,4.623007370332552
2024-06-26,4.639865723005683
2024-06-27,4.655456366917254
2024-06-28,4.669874630806395
2024-06-29,4.683208674913618
