date,forecast_units
2024-04-06,1.6827451817438013
2024-04-07,1.6827451817438013
2024-04-08,1.6827451817438013
2024-04-09,1.6827451817438013
2024-04-10,1.6827451817438013
2024-04-11,1.6827451817438013
2024-04-12,1.6827451817438013
2024-04-13,1.6827451817438013
2024-04-14,1.6827451817438013
2024-04-15,1.6827451817438013
2024-04-16,1.6827451817438013
2024-04-17,1.6827451817438013
2024-04-18,1.6827451817438013
2024-04-19,1.6827451817438013
2024-04-20,1.6827451817438013
2024-04-21,1.6827451817438013
2024-04-22,1.6827451817438013
2024-04-23,1.6827451817438013
2024-04-24,1.6827451817438013
2024-04-25,1.6827451817438013
2024-04-26,1.6827451817438013
2024-04-27,1.6827451817438013
2024-04-28,1.6827451817438013
2024-04-29,1.6827451817438013
2024-04-30,1.6827451817438013
2024-05-01,1.6827451817438013
2024-05-02,1.6827451817438013
2024-05-03,1.6827451817438013
2024-05-04,1.6827451817438013
2024-05-05,1.6827451817438013
