date,forecast_units
2023-09-04,0.000651170821020926
2023-09-05,0.0006224152008421124
2023-09-06,0.0005949294251728728
2023-09-07,0.0005686574178420633
2023-09-08,0.0005435455789950862
2023-09-09,0.0005195426757400681
2023-09-10,0.0004965997376230885
2023-09-11,0.0004746699567192093
2023-09-12,0.0004537085921354716
2023-09-13,0.00043367287873102747
2023-09-14,0.00041452193986817975
2023-09-15,0.00039621670401632437
2023-09-16,0.0003787198250386518
2023-09-17,0.000361995605998978
2023-09-18,0.0003460099263332555
2023-09-19,0.0003307301722371815
2023-09-20,0.00031612517012788037
2023-09-21,0.00030216512304390944
2023-09-22,0.00028882154985383264
2023-09-23,0.00027606722714933576
2023-09-24,0.00026387613370433414
2023-09-25,0.0002522233973867592
2023-09-26,0.00024108524441471355
2023-09-27,0.0002304389508534682
2023-09-28,0.00022026279625434546
2023-09-29,0.00021053601934090354
2023-09-30,0.00020123877565201317
2023-10-01,0.00019235209705541063
2023-10-02,0.00018385785304912718
2023-10-03,0.00017573871377184235
