date,forecast_units
2024-05-18,2.1886908865774273
2024-05-19,0.6258904627274615
2024-05-20,1.8913956724882108
2024-05-21,0.8456471921788633
2024-05-22,1.7123950201252114
2024-05-23,0.9936938349829714
2024-05-24,1.5896737865239592
2024-05-25,1.0954553154345668
2024-05-26,1.5052882751437213
2024-05-27,1.1654323252607488
2024-05-28,1.4472595117939753
2024-05-29,1.2135529563303495
2024-05-30,1.407355246207926
2024-05-31,1.2466437612835555
2024-06-01,1.3799145363773113
2024-06-02,1.269399102446239
2024-06-03,1.3610445598121488
2024-06-04,1.2850471216530093
2024-06-05,1.3480683643065559
2024-06-06,1.2958076944497579
2024-06-07,1.339145107342354
2024-06-08,1.3032073483857676
2024-06-09,1.3330089085763241
2024-06-10,1.3082958208497284
2024-06-11,1.3287892682087676
2024-06-12,1.3117949780049685
2024-06-13,1.3258875752372032
2024-06-14,1.3142012209165272
2024-06-15,1.3238921866808788
2024-06-16,1.315855906514388
