date,forecast_units
2023-12-31,3.309619689756232e-296
2024-01-01,4.596044488776846e-296
2024-01-02,1.6224511502883493e-296
2024-01-03,1.453170931867876e-296
2024-01-04,2.586485084639518e-296
2024-01-05,3.170148470653484e-296
2024-01-06,2.2910280450582573e-296
2024-01-07,2.0733122123922959e-296
2024-01-08,2.4298050194236716e-296
2024-01-09,2.676308782226705e-296
2024-01-10,2.427054584189062e-296
2024-01-11,2.3091488416670556e-296
2024-01-12,2.4122428000979066e-296
2024-01-13,2.5100783461764175e-296
2024-01-14,2.4437146200354777e-296
2024-01-15,2.3923163082342765e-296
2024-01-16,2.419141361859459e-296
2024-01-17,2.4559657366326225e-296
2024-01-18,2.4400219320152703e-296
2024-01-19,2.419930154214398e-296
2024-01-20,2.4257910392944188e-296
2024-01-21,2.439018977997484e-296
2024-01-22,2.4359052830847003e-296
2024-01-23,2.4285963787140485e-296
2024-01-24,2.4294001708656518e-296
2024-01-25,2.4339511832740008e-296
2024-01-26,2.433668685415859e-296
2024-01-27,2.4311558199038026e-296
2024-01-28,2.4310215446131135e-296
2024-01-29,2.432522537248628e-296
