date,forecast_units
2024-07-01,3.5642866436730554
2024-07-02,4.30796421270499
2024-07-03,3.7215306536220885
2024-07-04,3.7984913305163346
2024-07-05,3.8765489202808117
2024-07-06,3.433769479995173
2024-07-07,3.9063034085359716
2024-07-08,3.27029560147667
2024-07-09,3.791442170073469
2024-07-10,3.2723900383657116
2024-07-11,3.5893157971210132
2024-07-12,3.354153669516544
2024-07-13,3.383605172472953
2024-07-14,3.4298566577627114
2024-07-15,3.2391141544632056
2024-07-16,3.448719949389605
2024-07-17,3.1791141218273586
2024-07-18,3.404245042764379
2024-07-19,3.1876330092764404
2024-07-20,3.3221199323970447
2024-07-21,3.2278022070114947
2024-07-22,3.238521367074424
2024-07-23,3.2634044693707267
2024-07-24,3.180972090646271
2024-07-25,3.2734772912638457
2024-07-26,3.1590049951322485
2024-07-27,3.2559666964647334
2024-07-28,3.165461796633059
