date,forecast_units
2024-07-01,1.0100564614471628
2024-07-02,1.7996440468245996
2024-07-03,1.7996440468245996
2024-07-04,1.7996440468245996
2024-07-05,1.7996440468245996
2024-07-06,1.7996440468245996
2024-07-07,1.7996440468245996
2024-07-08,1.7996440468245996
2024-07-09,1.7996440468245996
2024-07-10,1.7996440468245996
2024-07-11,1.7996440468245996
2024-07-12,1.7996440468245996
2024-07-13,1.7996440468245996
2024-07-14,1.7996440468245996
2024-07-15,1.7996440468245996
2024-07-16,1.7996440468245996
2024-07-17,1.7996440468245996
2024-07-18,1.7996440468245996
2024-07-19,1.7996440468245996
2024-07-20,1.7996440468245996
2024-07-21,1.7996440468245996
2024-07-22,1.7996440468245996
2024-07-23,1.7996440468245996
2024-07-24,1.7996440468245996
2024-07-25,1.7996440468245996
2024-07-26,1.7996440468245996
2024-07-27,1.7996440468245996
2024-07-28,1.7996440468245996
