date,forecast_units
2024-07-01,2.178354122603154
2024-07-02,2.1747803808785475
2024-07-03,2.1552492554923335
2024-07-04,2.1352456662913375
2024-07-05,2.1161653084435046
2024-07-06,2.0980873814494307
2024-07-07,2.0809705425385947
2024-07-08,2.064764756287069
2024-07-09,2.0494216306530304
2024-07-10,2.0348952540855403
2024-07-11,2.0211421500658684
2024-07-12,2.008121155593254
2024-07-13,1.9957932987902796
2024-07-14,1.9841216823354098
2024-07-15,1.973071373036238
2024-07-16,1.9626092972749716
2024-07-17,1.9527041420190303
2024-07-18,1.9433262611010258
2024-07-19,1.9344475864876693
2024-07-20,1.926041544272044
2024-07-21,1.918082975137797
2024-07-22,1.9105480590572126
2024-07-23,1.9034142439977773
2024-07-24,1.8966601784238601
2024-07-25,1.890265647391487
2024-07-26,1.884211512044935
2024-07-27,1.8784796523340646
2024-07-28,1.87305291278094
