date,forecast_units
2024-07-01,1.926060360765566
2024-07-02,1.5819540103637573
2024-07-03,2.30902387016627
2024-07-04,2.093710043906361
2024-07-05,2.2896803791238094
2024-07-06,2.1113157429444285
2024-07-07,2.2736563513028427
2024-07-08,2.1259001946638363
2024-07-09,2.2603821461945977
2024-07-10,2.137981863871961
2024-07-11,2.249385877140122
2024-07-12,2.1479902435946157
2024-07-13,2.240276636162422
2024-07-14,2.1562811231864423
2024-07-15,2.2327305975216127
2024-07-16,2.1631492363387212
2024-07-17,2.2264795059863265
2024-07-18,2.168838738610472
2024-07-19,2.221301140589255
2024-07-20,2.1735518869501314
2024-07-21,2.217011414861481
2024-07-22,2.177456229757397
2024-07-23,2.213457832715669
2024-07-24,2.180690563085796
2024-07-25,2.21051406734035
2024-07-26,2.1833698647238915
2024-07-27,2.2080754703896255
2024-07-28,2.1855893815575054
