date,forecast_units
2024-07-01,103.87873757855066
2024-07-02,91.06496300542626
2024-07-03,83.11441153605124
2024-07-04,78.65389370898721
2024-07-05,75.6229607578691
2024-07-06,70.30644892675652
2024-07-07,64.42989979894385
2024-07-08,61.19139197212005
2024-07-09,59.04928716067696
2024-07-10,55.15955614745465
2024-07-11,50.81406354541796
2024-07-12,48.462792690543786
2024-07-13,46.95275098861609
2024-07-14,44.10696989897592
2024-07-15,40.89219788799785
2024-07-16,39.18508111339485
2024-07-17,38.123660361252156
2024-07-18,36.041715992410005
2024-07-19,33.66236396394605
2024-07-20,32.42290546906696
2024-07-21,31.679237300898315
2024-07-22,30.15617109747532
2024-07-23,28.39432789085611
2024-07-24,27.494385288866493
2024-07-25,26.975255132769608
2024-07-26,25.861097829281576
2024-07-27,24.55589399858808
2024-07-28,23.90243527782812
