date,forecast_units
2024-07-01,0.7684245484971263
2024-07-02,1.3518292281953852
2024-07-03,1.7947627874622012
2024-07-04,2.131047607848354
2024-07-05,2.386362379231538
2024-07-06,2.580202923124049
2024-07-07,2.7273708925015523
2024-07-08,2.8391040251877038
2024-07-09,2.9239342568792037
2024-07-10,2.988339219273366
2024-07-11,3.0372368716584073
2024-07-12,3.0743610360067284
2024-07-13,3.1025465114096904
2024-07-14,3.123945539176005
2024-07-15,3.140192147856425
2024-07-16,3.15252692757152
2024-07-17,3.1618917614031665
2024-07-18,3.1690017475334438
2024-07-19,3.1743998041013994
2024-07-20,3.178498126401462
2024-07-21,3.181609662092825
2024-07-22,3.183972007865015
2024-07-23,3.185765552307676
2024-07-24,3.187127250373077
2024-07-25,3.1881610812485284
2024-07-26,3.1889459882012465
2024-07-27,3.1895419066817783
2024-07-28,3.189994340991615
