date,forecast_units
2024-07-01,10.679900946632777
2024-07-02,10.679900946632777
2024-07-03,10.679900946632777
2024-07-04,10.679900946632777
2024-07-05,10.679900946632777
2024-07-06,10.679900946632777
2024-07-07,10.679900946632777
2024-07-08,10.679900946632777
2024-07-09,10.679900946632777
2024-07-10,10.679900946632777
2024-07-11,10.679900946632777
2024-07-12,10.679900946632777
2024-07-13,10.679900946632777
2024-07-14,10.679900946632777
2024-07-15,10.679900946632777
2024-07-16,10.679900946632777
2024-07-17,10.679900946632777
2024-07-18,10.679900946632777
2024-07-19,10.679900946632777
2024-07-20,10.679900946632777
2024-07-21,10.679900946632777
2024-07-22,10.679900946632777
2024-07-23,10.679900946632777
2024-07-24,10.679900946632777
2024-07-25,10.679900946632777
2024-07-26,10.679900946632777
2024-07-27,10.679900946632777
2024-07-28,10.679900946632777
