date,forecast_units
2024-07-01,1.229007090405418
2024-07-02,1.3027814495216539
2024-07-03,1.4630022960986495
2024-07-04,1.481971813109151
2024-07-05,1.5034205468587214
2024-07-06,1.5071126916953979
2024-07-07,1.510053223317478
2024-07-08,1.510697762926395
2024-07-09,1.5111092030446034
2024-07-10,1.5112156044406204
2024-07-11,1.5112741467529216
2024-07-12,1.5112911486441702
2024-07-13,1.5112995902129833
2024-07-14,1.5113022521470876
2024-07-15,1.5113034820133113
2024-07-16,1.5113038932733935
2024-07-17,1.511304073861608
2024-07-18,1.5113041368343558
2024-07-19,1.5113041635063225
2024-07-20,1.511304173089977
2024-07-21,1.5113041770462734
2024-07-22,1.511304178498611
2024-07-23,1.5113041790873025
2024-07-24,1.5113041793067425
2024-07-25,1.5113041793945392
2024-07-26,1.5113041794276263
2024-07-27,1.5113041794407418
2024-07-28,1.5113041794457234
