date,forecast_units
2024-07-01,0.6917051266139429
2024-07-02,0.7756315688361377
2024-07-03,0.8488125021795417
2024-07-04,0.9126237261896483
2024-07-05,0.968264890132729
2024-07-06,1.0167820463692312
2024-07-07,1.059087316109547
2024-07-08,1.095976037267824
2024-07-09,1.1281417167929995
2024-07-10,1.1561890685804754
2024-07-11,1.180645382076813
2024-07-12,1.201970435306909
2024-07-13,1.2205651386882885
2024-07-14,1.2367790721359908
2024-07-15,1.2509170571554118
2024-07-16,1.263244887478269
2024-07-17,1.2739943259774886
2024-07-18,1.2833674618028792
2024-07-19,1.29154050965162
2024-07-20,1.29866712259975
2024-07-21,1.3048812807757937
2024-07-22,1.3102998101835155
2024-07-23,1.315024579027594
2024-07-24,1.3191444128330838
2024-07-25,1.3227367643628587
2024-07-26,1.3258691697274338
2024-07-27,1.3286005180619984
2024-07-28,1.3309821586405444
