date,forecast_units
2024-07-01,0.28014093647150207
2024-07-02,0.12663951816373764
2024-07-03,0.05879991025646897
2024-07-04,0.10075310954565296
2024-07-05,0.15756366802196736
2024-07-06,0.12268373409343411
2024-07-07,0.09922885467499801
2024-07-08,0.11508487641615153
2024-07-09,0.12889000237272363
2024-07-10,0.11929586619045664
2024-07-11,0.11262302724215609
2024-07-12,0.1176158885177669
2024-07-13,0.12118717092524649
2024-07-14,0.11839149443912708
2024-07-15,0.11658758265638011
2024-07-16,0.11809194973386712
2024-07-17,0.11902927489530299
2024-07-18,0.11820504760554983
2024-07-19,0.11772683339271535
2024-07-20,0.11817334927091021
2024-07-21,0.11841896914821368
2024-07-22,0.11817615845351191
2024-07-23,0.11805089229067277
2024-07-24,0.11818242452014865
2024-07-25,0.11824631843630809
2024-07-26,0.11817505667728072
2024-07-27,0.11814260018527861
2024-07-28,0.11818113791167748
