date,forecast_units
2024-07-01,6.495581110490669
2024-07-02,6.824911690492406
2024-07-03,6.715531371220544
2024-07-04,6.994730023986225
2024-07-05,7.0122973678461324
2024-07-06,7.220153743464021
2024-07-07,7.279289737779982
2024-07-08,7.432920745546249
2024-07-09,7.502733052059715
2024-07-10,7.618864997741739
2024-07-11,7.687227739296138
2024-07-12,7.777345824181705
2024-07-13,7.839563391924376
2024-07-14,7.911052684529272
2024-07-15,7.96565692023397
2024-07-16,8.023303633663463
2024-07-17,8.070269170289535
2024-07-18,8.117286872790897
2024-07-19,8.157205466035544
2024-07-20,8.195849382178187
2024-07-21,8.229534310000577
2024-07-22,8.261456797909712
2024-07-23,8.28975468424729
2024-07-24,8.31621169359966
2024-07-25,8.339917592612483
2024-07-26,8.36189147006457
2024-07-27,8.381715526912311
2024-07-28,8.399990838112071
