date,forecast_units
2024-07-01,11.486865480106546
2024-07-02,11.315468878338793
2024-07-03,11.296054348624937
2024-07-04,11.293855215385872
2024-07-05,11.293606113961607
2024-07-06,11.293577897608696
2024-07-07,11.29357470147052
2024-07-08,11.293574339435807
2024-07-09,11.293574298427213
2024-07-10,11.293574293782065
2024-07-11,11.293574293255897
2024-07-12,11.293574293196297
2024-07-13,11.293574293189545
2024-07-14,11.293574293188781
2024-07-15,11.293574293188694
2024-07-16,11.293574293188684
2024-07-17,11.293574293188682
2024-07-18,11.293574293188682
2024-07-19,11.293574293188682
2024-07-20,11.293574293188682
2024-07-21,11.293574293188682
2024-07-22,11.293574293188682
2024-07-23,11.293574293188682
2024-07-24,11.293574293188682
2024-07-25,11.293574293188682
2024-07-26,11.293574293188682
2024-07-27,11.293574293188682
2024-07-28,11.293574293188682
