date,forecast_units
2024-07-01,0.05080092469003785
2024-07-02,-0.013833719510361577
2024-07-03,0.02056153271477993
2024-07-04,0.013829582822400523
2024-07-05,-0.00492660301008728
2024-07-06,0.029067610698741538
2024-07-07,-0.01338866510642477
2024-07-08,0.026934529982529674
2024-07-09,-0.006642284894597304
2024-07-10,0.014307614759550766
2024-07-11,0.005475250157504408
2024-07-12,0.001700630804238758
2024-07-13,0.013618118002980184
2024-07-14,-0.004084864653021454
2024-07-15,0.014119208864725306
2024-07-16,-0.0025474110730953434
2024-07-17,0.009060980086514816
2024-07-18,0.0024723452118630123
2024-07-19,0.0030180381162708417
2024-07-20,0.0065453817619696795
2024-07-21,-0.00046719681623976113
2024-07-22,0.0074048955658114765
2024-07-23,-0.0005553344929974391
2024-07-24,0.005471794258456459
2024-07-25,0.001370069335955501
2024-07-26,0.002648470654947272
2024-07-27,0.0032887300107114752
2024-07-28,0.0006929255921099696
