date,forecast_units
2024-07-01,0.5319300717383121
2024-07-02,1.2336670123451579
2024-07-03,1.3381545065689886
2024-07-04,1.3858237845814696
2024-07-05,1.5431096350067386
2024-07-06,1.6487112274764122
2024-07-07,1.6924124792808632
2024-07-08,1.7322683281149984
2024-07-09,1.7700591783188482
2024-07-10,1.794266029388235
2024-07-11,1.8100777786353976
2024-07-12,1.822972942374605
2024-07-13,1.8327981592566405
2024-07-14,1.8395768271885358
2024-07-15,1.8445063800263446
2024-07-16,1.8482513729828778
2024-07-17,1.8509912322905602
2024-07-18,1.852964624468899
2024-07-19,1.8544193884828177
2024-07-20,1.8554957291279612
2024-07-21,1.8562816884605713
2024-07-22,1.8568559938602929
2024-07-23,1.857278551780325
2024-07-24,1.857588909224431
2024-07-25,1.8578160998772488
2024-07-26,1.8579826786146076
2024-07-27,1.8581049943166221
2024-07-28,1.8581947045242477
