date,actual_forecast
2024-07-01,11.47446237941815
2024-07-02,11.303065777650394
2024-07-03,11.28365124793654
2024-07-04,11.281452114697474
2024-07-05,11.281203013273212
2024-07-06,11.2811747969203
2024-07-07,11.281171600782123
2024-07-08,11.281171238747412
2024-07-09,11.281171197738814
2024-07-10,11.281171193093666
2024-07-11,11.281171192567498
2024-07-12,11.281171192507898
2024-07-13,11.281171192501146
2024-07-14,11.281171192500382
2024-07-15,11.281171192500295
2024-07-16,11.281171192500286
2024-07-17,11.281171192500285
2024-07-18,11.281171192500285
2024-07-19,11.281171192500285
2024-07-20,11.281171192500285
2024-07-21,11.281171192500285
2024-07-22,11.281171192500285
2024-07-23,11.281171192500285
2024-07-24,11.281171192500285
2024-07-25,11.281171192500285
2024-07-26,11.281171192500285
2024-07-27,11.281171192500285
2024-07-28,11.281171192500285
