date,actual_forecast
2024-07-01,1.124314665631073
2024-07-02,1.3454745673594284
2024-07-03,1.662933450526025
2024-07-04,1.778663559587944
2024-07-05,1.8782887002440247
2024-07-06,1.9258417594416823
2024-07-07,1.9593036963878927
2024-07-08,1.9773811979302744
2024-07-09,1.9890321742406407
2024-07-10,1.995695173595272
2024-07-11,1.9998239922728664
2024-07-12,2.002247467145966
2024-07-13,2.003722799294976
2024-07-14,2.0045991034305524
2024-07-15,2.0051282987271097
2024-07-16,2.0054443262691306
2024-07-17,2.005634479070058
2024-07-18,2.0057483143912838
2024-07-19,2.0058166954933405
2024-07-20,2.00585767761454
2024-07-21,2.0058822771629603
2024-07-22,2.005897027615395
2024-07-23,2.005905878564316
2024-07-24,2.0059111870164776
2024-07-25,2.0059143718379397
2024-07-26,2.005916282168501
2024-07-27,2.005917428196259
2024-07-28,2.00591811564318
