date,actual_forecast
2024-07-01,1.1803705118345111
2024-07-02,1.1981191637283464
2024-07-03,1.3041594141201729
2024-07-04,1.3243525335322688
2024-07-05,1.5086805321773262
2024-07-06,1.5173575219688678
2024-07-07,1.549752051087796
2024-07-08,1.5566144929037
2024-07-09,1.5867771559085264
2024-07-10,1.5895766607388373
2024-07-11,1.5971567648670126
2024-07-12,1.5989587847962932
2024-07-13,1.6041273504471578
2024-07-14,1.6048845394160975
2024-07-15,1.606494340905663
2024-07-16,1.606924364825845
2024-07-17,1.6078435048430426
2024-07-18,1.6080297275202111
2024-07-19,1.608356766286526
2024-07-20,1.608454519079456
2024-07-21,1.608622659202681
2024-07-22,1.6086658931165807
2024-07-23,1.60873090714026
2024-07-24,1.6087524843402785
2024-07-25,1.6087838911573196
2024-07-26,1.6087935585451376
2024-07-27,1.6088063500823595
2024-07-28,1.6088110188254183
