date,actual_forecast
2024-07-01,4.637712024265141
2024-07-02,2.996797170412684
2024-07-03,3.671226603782126
2024-07-04,3.3940305874701635
2024-07-05,3.507960418609563
2024-07-06,3.461134325665846
2024-07-07,3.480380233067313
2024-07-08,3.472470007626317
2024-07-09,3.4757211750159414
2024-07-10,3.474384918612859
2024-07-11,3.474934130929788
2024-07-12,3.474708400173048
2024-07-13,3.4748011773613365
2024-07-14,3.474763045177707
2024-07-15,3.474778717817234
2024-07-16,3.4747722762341318
2024-07-17,3.474774923777501
2024-07-18,3.4747738356155096
2024-07-19,3.4747742828589936
2024-07-20,3.474774099038262
2024-07-21,3.4747741745900877
2024-07-22,3.474774143537669
2024-07-23,3.474774156300467
2024-07-24,3.4747741510548527
2024-07-25,3.4747741532108427
2024-07-26,3.474774152324713
2024-07-27,3.4747741526889198
2024-07-28,3.4747741525392275
