date,actual_forecast
2024-07-01,1.0544503159816403
2024-07-02,1.381650952694224
2024-07-03,1.5410910730118634
2024-07-04,1.542246373303755
2024-07-05,1.5640419251409137
2024-07-06,1.5577094054051333
2024-07-07,1.564049051391187
2024-07-08,1.5618930128616748
2024-07-09,1.563800771795212
2024-07-10,1.5633541876993664
2024-07-11,1.5641230691375403
2024-07-12,1.5642163722472304
2024-07-13,1.564664177243461
2024-07-14,1.5649143406809638
2024-07-15,1.5652656137923324
2024-07-16,1.5655572707938064
2024-07-17,1.5658761180326357
2024-07-18,1.566175429939009
2024-07-19,1.5664804589783374
2024-07-20,1.5667776412618313
2024-07-21,1.5670743397583728
2024-07-22,1.5673666328556155
2024-07-23,1.5676566827677076
2024-07-24,1.5679433708448591
2024-07-25,1.5682273469378407
2024-07-26,1.5685083068626116
2024-07-27,1.5687864603649262
2024-07-28,1.5690617396186817
