date,actual_forecast
2024-07-01,20.282126185906684
2024-07-02,24.89564817678216
2024-07-03,28.61837758687233
2024-07-04,32.23101160358361
2024-07-05,35.736806170152235
2024-07-06,39.13892093907941
2024-07-07,42.44042211981776
2024-07-08,45.64428524224083
2024-07-09,48.75339783838624
2024-07-10,51.7705620448893
2024-07-11,54.69849712845279
2024-07-12,57.539841936628775
2024-07-13,60.29715727612154
2024-07-14,62.97292822075488
2024-07-15,65.569566351184
2024-07-16,68.08941192837047
2024-07-17,70.5347360027793
2024-07-18,72.90774246119884
2024-07-19,75.21057001302842
2024-07-20,77.44529411782386
2024-07-21,79.61392885583805
2024-07-22,81.71842874324244
2024-07-23,83.76069049366548
2024-07-24,85.74255472763565
2024-07-25,87.6658076314696
2024-07-26,89.53218256710076
2024-07-27,91.34336163429896
2024-07-28,93.10097718668932
