date,actual_forecast
2024-07-01,-0.0005981298030751
2024-07-02,0.2405339903677184
2024-07-03,0.3873155359176637
2024-07-04,0.1106227830514814
2024-07-05,0.1247829777823122
2024-07-06,0.2390662530361533
2024-07-07,0.248153690086216
2024-07-08,0.1641685151449627
2024-07-09,0.1765176513780937
2024-07-10,0.2181166763748999
2024-07-11,0.2109465487079574
2024-07-12,0.1851296822204426
2024-07-13,0.1929785217030646
2024-07-14,0.2064609520112876
2024-07-15,0.2011963485495879
2024-07-16,0.1935184644766546
2024-07-17,0.197452251610779
2024-07-18,0.2014538328709574
2024-07-19,0.1988767226704462
2024-07-20,0.1967379962275106
2024-07-21,0.1984531564105019
2024-07-22,0.1995286288053154
2024-07-23,0.1984442192697215
2024-07-24,0.1979099411442739
2024-07-25,0.1985918078565681
2024-07-26,0.1988395826122757
2024-07-27,0.1984221052268291
2024-07-28,0.1983145239793597
