date,actual_forecast
2024-07-01,7.181026421159464
2024-07-02,7.181026421159464
2024-07-03,7.181026421159464
2024-07-04,7.181026421159464
2024-07-05,7.181026421159464
2024-07-06,7.181026421159464
2024-07-07,7.181026421159464
2024-07-08,7.181026421159464
2024-07-09,7.181026421159464
2024-07-10,7.181026421159464
2024-07-11,7.181026421159464
2024-07-12,7.181026421159464
2024-07-13,7.181026421159464
2024-07-14,7.181026421159464
2024-07-15,7.181026421159464
2024-07-16,7.181026421159464
2024-07-17,7.181026421159464
2024-07-18,7.181026421159464
2024-07-19,7.181026421159464
2024-07-20,7.181026421159464
2024-07-21,7.181026421159464
2024-07-22,7.181026421159464
2024-07-23,7.181026421159464
2024-07-24,7.181026421159464
2024-07-25,7.181026421159464
2024-07-26,7.181026421159464
2024-07-27,7.181026421159464
2024-07-28,7.181026421159464
