date,actual_forecast
2024-07-01,24.264773627666404
2024-07-02,21.516902346847612
2024-07-03,22.459772174307957
2024-07-04,22.80709469143581
2024-07-05,22.12626841198993
2024-07-06,22.552596165883852
2024-07-07,22.47730234131056
2024-07-08,22.36398040642846
2024-07-09,22.49000341107173
2024-07-10,22.43137180850848
2024-07-11,22.428327508953075
2024-07-12,22.45513052996294
2024-07-13,22.43394968921517
2024-07-14,22.440595176456576
2024-07-15,22.443793324294717
2024-07-16,22.438366699945764
2024-07-17,22.44158702584857
2024-07-18,22.44113572848949
2024-07-19,22.440181407521298
2024-07-20,22.441167078815685
2024-07-21,22.440736625219568
2024-07-22,22.44068926744648
2024-07-23,22.440906983216458
2024-07-24,22.440744296530003
2024-07-25,22.44079043910434
2024-07-26,22.4408191062814
2024-07-27,22.44077601748649
2024-07-28,22.44080023373029
