date,actual_forecast
2024-07-01,0.7358227905109547
2024-07-02,0.9625119728549733
2024-07-03,1.1057956423840594
2024-07-04,1.1963611018445994
2024-07-05,1.2536049069080497
2024-07-06,1.2897870588858684
2024-07-07,1.3126567496811414
2024-07-08,1.3271120191574295
2024-07-09,1.336248776514696
2024-07-10,1.342023856331955
2024-07-11,1.345674117096426
2024-07-12,1.347981341250941
2024-07-13,1.349439670845087
2024-07-14,1.3503614387630416
2024-07-15,1.3509440615788866
2024-07-16,1.3513123205939055
2024-07-17,1.3515450864562355
2024-07-18,1.3516922110192642
2024-07-19,1.3517852041963123
2024-07-20,1.3518439824913808
2024-07-21,1.3518811345500674
2024-07-22,1.351904617290815
2024-07-23,1.3519194600514182
2024-07-24,1.3519288417306987
2024-07-25,1.3519347716185732
2024-07-26,1.3519385197290288
2024-07-27,1.3519408888011404
2024-07-28,1.351942386223038
