date,actual_forecast
2024-07-01,1.3097705162751183
2024-07-02,1.7141756383810594
2024-07-03,1.6992089356328788
2024-07-04,1.8189206388328167
2024-07-05,1.9498232412666756
2024-07-06,2.0142844646882936
2024-07-07,2.083847282819491
2024-07-08,2.1481267945097064
2024-07-09,2.19681015110294
2024-07-10,2.239832602246345
2024-07-11,2.277276539350879
2024-07-12,2.3083963103402745
2024-07-13,2.3350568817826214
2024-07-14,2.3578841629552034
2024-07-15,2.377229010020884
2024-07-16,2.3937187596991203
2024-07-17,2.407780187766447
2024-07-18,2.419743955605763
2024-07-19,2.4299341969131034
2024-07-20,2.4386153841988296
2024-07-21,2.446007422962892
2024-07-22,2.4523030227593416
2024-07-23,2.457665122162174
2024-07-24,2.4622316736710967
2024-07-25,2.466120848607364
2024-07-26,2.469433177462221
2024-07-27,2.4722541587945
2024-07-28,2.474656693338633
