date,actual_forecast
2024-07-01,1.4870811244759996
2024-07-02,1.6580770934104658
2024-07-03,1.7993475407841428
2024-07-04,1.9185478479713705
2024-07-05,2.016991034612588
2024-07-06,2.1000848042635574
2024-07-07,2.168683251242136
2024-07-08,2.226607357075726
2024-07-09,2.2744083808846005
2024-07-10,2.3147868833291265
2024-07-11,2.348095332900082
2024-07-12,2.376242926516212
2024-07-13,2.399452435026729
2024-07-14,2.4190739588917847
2024-07-15,2.435246258234135
2024-07-16,2.448924327249451
2024-07-17,2.4601929771807702
2024-07-18,2.4697279101884657
2024-07-19,2.477579656726613
2024-07-20,2.4842264397099143
2024-07-21,2.489697290828939
2024-07-22,2.4943307629175067
2024-07-23,2.498142629797894
2024-07-24,2.501372633371342
2024-07-25,2.504028551704173
2024-07-26,2.5062802025951005
2024-07-27,2.508130688659881
2024-07-28,2.5097003317521613
