date,actual_forecast
2024-07-01,0.133800306302915
2024-07-02,0.1813387956271184
2024-07-03,0.1752890135352315
2024-07-04,0.1694325022082486
2024-07-05,0.1637630872769114
2024-07-06,0.1582747916228795
2024-07-07,0.1529618290772079
2024-07-08,0.1478185983201381
2024-07-09,0.1428396769757708
2024-07-10,0.1380198158953943
2024-07-11,0.1333539336234419
2024-07-12,0.1288371110402444
2024-07-13,0.1244645861759285
2024-07-14,0.1202317491899943
2024-07-15,0.1161341375112793
2024-07-16,0.1121674311331844
2024-07-17,0.1083274480592017
2024-07-18,0.1046101398939438
2024-07-19,0.1010115875750239
2024-07-20,0.0975279972412897
2024-07-21,0.094155696233053
2024-07-22,0.0908911292200988
2024-07-23,0.0877308544533926
2024-07-24,0.0846715401365324
2024-07-25,0.0817099609131219
2024-07-26,0.07884299446636
2024-07-27,0.0760676182272623
2024-07-28,0.0733809061880448
