date,actual_forecast
2024-07-01,0.966734077000261
2024-07-02,0.997081208598241
2024-07-03,1.0277462298223954
2024-07-04,1.0572396460747218
2024-07-05,1.0853431894013583
2024-07-06,1.1120736663538318
2024-07-07,1.137489063598962
2024-07-08,1.1616523771187364
2024-07-09,1.1846249716359032
2024-07-10,1.206465463645018
2024-07-11,1.227229632617182
2024-07-12,1.2469705188198617
2024-07-13,1.2657385504442216
2024-07-14,1.2835816708587025
2024-07-15,1.3005454607882907
2024-07-16,1.3166732546967868
2024-07-17,1.3320062514755946
2024-07-18,1.3465836196854912
2024-07-19,1.360442597613429
2024-07-20,1.3736185883986949
2024-07-21,1.3861452504711866
2024-07-22,1.3980545835327944
2024-07-23,1.4093770103015153
2024-07-24,1.4201414542271218
2024-07-25,1.430375413376907
2024-07-26,1.4401050306802528
2024-07-27,1.4493551607114588
2024-07-28,1.458149433181435
