date,actual_forecast
2024-07-01,0.6001822281090022
2024-07-02,0.9439366821150962
2024-07-03,1.0377406690995516
2024-07-04,1.0832130330195164
2024-07-05,1.0971447623017396
2024-07-06,1.1032766513767924
2024-07-07,1.1052981438977805
2024-07-08,1.1061359664350277
2024-07-09,1.1064253061893756
2024-07-10,1.106540787669666
2024-07-11,1.106581861288857
2024-07-12,1.1065978700916113
2024-07-13,1.1066036712835416
2024-07-14,1.106605898752176
2024-07-15,1.1066067155312187
2024-07-16,1.1066070261974512
2024-07-17,1.1066071409697815
2024-07-18,1.1066071843641474
2024-07-19,1.1066072004718317
2024-07-20,1.1066072065390595
2024-07-21,1.106607208797929
2024-07-22,1.1066072096467423
2024-07-23,1.1066072099633608
2024-07-24,1.106607210082157
2024-07-25,1.1066072101265223
2024-07-26,1.1066072101431528
2024-07-27,1.106607210149368
2024-07-28,1.1066072101516966
