date,actual_forecast
2024-07-01,13.124373559955092
2024-07-02,3.4099038397296138
2024-07-03,3.573168913663716
2024-07-04,3.2277297377193035
2024-07-05,2.935573930448352
2024-07-06,7.541876616546981
2024-07-07,4.079485596333239
2024-07-08,4.310656815046983
2024-07-09,4.189832321317187
2024-07-10,3.990282528817564
2024-07-11,5.613086627595815
2024-07-12,4.376019792852087
2024-07-13,4.516150067431698
2024-07-14,4.473331302304566
2024-07-15,4.37095463071816
2024-07-16,4.944678616736899
2024-07-17,4.501670023353396
2024-07-18,4.570946052210209
2024-07-19,4.555571642019246
2024-07-20,4.508816558098384
2024-07-21,4.712308766278168
2024-07-22,4.553318785511038
2024-07-23,4.584504545457368
2024-07-24,4.578915050653502
2024-07-25,4.558868513863632
2024-07-26,4.631259973340134
2024-07-27,4.574085804244816
2024-07-28,4.587390998917042
