date,actual_forecast
2024-07-01,1.3959781119985193
2024-07-02,2.2948930723670795
2024-07-03,2.3861582059277566
2024-07-04,-1.0010221628257356
2024-07-05,-2.117056989565256
2024-07-06,-3.0652081497286496
2024-07-07,-1.990339045383691
2024-07-08,0.3239177261624013
2024-07-09,2.8681108062170484
2024-07-10,5.792626595812484
2024-07-11,7.7193182534698686
2024-07-12,9.159781824550365
2024-07-13,9.642564167626146
2024-07-14,9.60192469810511
2024-07-15,9.297540340460529
2024-07-16,8.882730599376675
2024-07-17,8.710192023357605
2024-07-18,8.692098927982457
2024-07-19,8.94076454837996
2024-07-20,9.300109833733687
2024-07-21,9.698994122897645
2024-07-22,10.056272235064217
2024-07-23,10.290957539652815
2024-07-24,10.422528723513604
2024-07-25,10.439481170391016
2024-07-26,10.401438226125896
2024-07-27,10.338696626258942
2024-07-28,10.28795155602847
