date,actual_forecast
2024-07-01,2.4756097560975605
2024-07-02,2.4756097560975605
2024-07-03,2.4756097560975605
2024-07-04,2.4756097560975605
2024-07-05,2.4756097560975605
2024-07-06,2.4756097560975605
2024-07-07,2.4756097560975605
2024-07-08,2.4756097560975605
2024-07-09,2.4756097560975605
2024-07-10,2.4756097560975605
2024-07-11,2.4756097560975605
2024-07-12,2.4756097560975605
2024-07-13,2.4756097560975605
2024-07-14,2.4756097560975605
2024-07-15,2.4756097560975605
2024-07-16,2.4756097560975605
2024-07-17,2.4756097560975605
2024-07-18,2.4756097560975605
2024-07-19,2.4756097560975605
2024-07-20,2.4756097560975605
2024-07-21,2.4756097560975605
2024-07-22,2.4756097560975605
2024-07-23,2.4756097560975605
2024-07-24,2.4756097560975605
2024-07-25,2.4756097560975605
2024-07-26,2.4756097560975605
2024-07-27,2.4756097560975605
2024-07-28,2.4756097560975605
