date,actual_forecast
2024-07-01,1.395977715051011
2024-07-02,1.13454163512553
2024-07-03,1.4309541239744286
2024-07-04,1.2242151269522858
2024-07-05,1.4911132305313028
2024-07-06,1.426725492338195
2024-07-07,1.5016354067159003
2024-07-08,1.4582829886081967
2024-07-09,1.5109468557191783
2024-07-10,1.495666566813782
2024-07-11,1.51329483293746
2024-07-12,1.504093735837127
2024-07-13,1.5147436677219352
2024-07-14,1.5112045889480243
2024-07-15,1.5151997005118407
2024-07-16,1.5132281577842557
2024-07-17,1.5154214398971884
2024-07-18,1.5146151850236007
2024-07-19,1.5155013299061977
2024-07-20,1.5150758630544494
2024-07-21,1.5155334923096848
2024-07-22,1.5153519136566242
2024-07-23,1.5155459683265002
2024-07-24,1.5154536850828837
2024-07-25,1.515550047488331
2024-07-26,1.5155094851248154
2024-07-27,1.51555165292788
2024-07-28,1.515531568206015
