date,actual_forecast
2024-07-01,0.7526858494270257
2024-07-02,1.334627637792699
2024-07-03,1.777561197059515
2024-07-04,2.113846017445668
2024-07-05,2.369160788828852
2024-07-06,2.563001332721363
2024-07-07,2.7101693020988664
2024-07-08,2.8219024347850183
2024-07-09,2.9067326664765183
2024-07-10,2.97113762887068
2024-07-11,3.0200352812557223
2024-07-12,3.0571594456040425
2024-07-13,3.0853449210070045
2024-07-14,3.1067439487733197
2024-07-15,3.1229905574537398
2024-07-16,3.135325337168834
2024-07-17,3.1446901710004806
2024-07-18,3.1518001571307583
2024-07-19,3.1571982136987136
2024-07-20,3.161296535998776
2024-07-21,3.164408071690139
2024-07-22,3.166770417462329
2024-07-23,3.16856396190499
2024-07-24,3.1699256599703918
2024-07-25,3.1709594908458425
2024-07-26,3.1717443977985607
2024-07-27,3.1723403162790924
2024-07-28,3.172792750588929
