date,actual_forecast
2024-07-01,1.24151283637552
2024-07-02,1.3406548815192616
2024-07-03,1.3867539306843464
2024-07-04,1.4247101149715065
2024-07-05,1.4546049133843142
2024-07-06,1.4782876296307343
2024-07-07,1.4970995850259343
2024-07-08,1.512098673087044
2024-07-09,1.524112488920482
2024-07-10,1.5337890461930346
2024-07-11,1.541635689008925
2024-07-12,1.5480496338135643
2024-07-13,1.5533418738938154
2024-07-14,1.5577558957657085
2024-07-15,1.5614823327452576
2024-07-16,1.5646704377025102
2024-07-17,1.5674370654436944
2024-07-18,1.5698737053032252
2024-07-19,1.5720519871830432
2024-07-20,1.574027992405468
2024-07-21,1.575845628816635
2024-07-22,1.5775392732620328
2024-07-23,1.579135840464424
2024-07-24,1.580656402813989
2024-07-25,1.5821174585534143
2024-07-26,1.5835319246802206
2024-07-27,1.584909914321492
2024-07-28,1.5862593453652094
