date,actual_forecast
2024-07-01,1.8358063472633548
2024-07-02,2.656416340949442
2024-07-03,2.6248896574657734
2024-07-04,1.9740524938546344
2024-07-05,3.4504023568710327
2024-07-06,3.002022715892858
2024-07-07,2.852560587376024
2024-07-08,3.201251117213186
2024-07-09,3.3458638476984977
2024-07-10,3.143261227154368
2024-07-11,3.188136594852573
2024-07-12,3.3879705169249723
2024-07-13,3.266159580690711
2024-07-14,3.2527087338774034
2024-07-15,3.335755424414923
2024-07-16,3.333248257343352
2024-07-17,3.2859454395059133
2024-07-18,3.3188736513735693
2024-07-19,3.340480225681048
2024-07-20,3.311696635925198
2024-07-21,3.3162840083970844
2024-07-22,3.3330509166876454
2024-07-23,3.325283413604987
2024-07-24,3.3185114855102844
2024-07-25,3.3279137468484388
2024-07-26,3.3283770436567406
2024-07-27,3.3226040105569923
2024-07-28,3.3253976690618248
