date,actual_forecast
2024-07-01,-0.0187663043847322
2024-07-02,-0.0187950600049109
2024-07-03,-0.0188225457805802
2024-07-04,-0.018848817787911
2024-07-05,-0.018873929626758
2024-07-06,-0.0188979325300131
2024-07-07,-0.01892087546813
2024-07-08,-0.0189428052490338
2024-07-09,-0.0189637666136177
2024-07-10,-0.018983802327022
2024-07-11,-0.0190029532658849
2024-07-12,-0.0190212585017367
2024-07-13,-0.0190387553807145
2024-07-14,-0.0190554795997541
2024-07-15,-0.0190714652794199
2024-07-16,-0.0190867450335159
2024-07-17,-0.0191013500356252
2024-07-18,-0.0191153100827091
2024-07-19,-0.0191286536558993
2024-07-20,-0.0191414079786037
2024-07-21,-0.0191535990720487
2024-07-22,-0.0191652518083664
2024-07-23,-0.0191763899613384
2024-07-24,-0.0191870362548997
2024-07-25,-0.0191972124094987
2024-07-26,-0.0192069391864121
2024-07-27,-0.019216236430101
2024-07-28,-0.0192251231086976
